2020-01-13 15,8115.44
2020-01-13 16,8156.69
2020-01-13 17,8134.91
2020-01-13 18,8121.44
2020-01-13 19,8106.56
2020-01-13 20,8270.6
2020-01-13 21,8427.66
2020-01-13 22,8427.52
2020-01-13 23,8465.6
2020-01-14 00,8524.28
2020-01-14 01,8479.08
2020-01-14 02,8505.53
2020-01-14 03,8504.8
2020-01-14 04,8506.08
2020-01-14 05,8491.6
2020-01-14 06,8512.9
2020-01-14 07,8520.83
2020-01-14 08,8491.82
2020-01-14 09,8578.37
2020-01-14 10,8692.32
2020-01-14 11,8701.63
2020-01-14 12,8669.41
2020-01-14 13,8767.8
2020-01-14 14,8770.11
2020-01-14 15,8768.57
2020-01-14 16,8689.32
2020-01-14 17,8731.16
2020-01-14 18,8734.83
2020-01-14 19,8820.95
2020-01-14 20,8774.03
2020-01-14 21,8760.14
2020-01-14 22,8797.34
2020-01-14 23,8716.91
2020-01-15 00,8589.13
2020-01-15 01,8603.56
2020-01-15 02,8658.91
2020-01-15 03,8607.44
2020-01-15 04,8620.23
2020-01-15 05,8731.43
2020-01-15 06,8782.9
2020-01-15 07,8710.81
2020-01-15 08,8751.26
2020-01-15 09,8867.61
2020-01-15 10,8840.24
2020-01-15 11,8750.05
2020-01-15 12,8770.27
2020-01-15 13,8780.04
2020-01-15 14,8740.9
2020-01-15 15,8753.93
2020-01-15 16,8803.66
2020-01-15 17,8821.93
2020-01-15 18,8845.29
2020-01-15 19,8813.21
2020-01-15 20,8747.48
2020-01-15 21,8648.55
2020-01-15 22,8643.6
2020-01-15 23,8634.17
2020-01-16 00,8641.74
2020-01-16 01,8689.71
2020-01-16 02,8700.48
2020-01-16 03,8662.26
2020-01-16 04,8656.73
2020-01-16 05,8635.92
2020-01-16 06,8646.27
2020-01-16 07,8708.66
2020-01-16 08,8705.03
2020-01-16 09,8686.16
2020-01-16 10,8672.44
2020-01-16 11,8703.3
2020-01-16 12,8642.01
2020-01-16 13,8668.96
2020-01-16 14,8677.31
2020-01-16 15,8690.64
2020-01-16 16,8736.34
2020-01-16 17,8681.5
2020-01-16 18,8714.1
2020-01-16 19,8719.63
2020-01-16 20,8680.88
2020-01-16 21,8721.34
2020-01-16 22,8743.4
2020-01-16 23,8775.79
2020-01-17 00,8796.2
2020-01-17 01,8889.48
2020-01-17 02,8853.8
2020-01-17 03,8915.64
2020-01-17 04,8913.91
2020-01-17 05,8950.36
2020-01-17 06,8913.2
2020-01-17 07,8890.76
2020-01-17 08,8808.43
2020-01-17 09,8834.06
2020-01-17 10,8774.45
2020-01-17 11,8840.05
2020-01-17 12,8861.47
2020-01-17 13,8868.41
2020-01-17 14,8903.33
2020-01-17 15,8861.5
2020-01-17 16,8865.45
2020-01-17 17,8901.94
2020-01-17 18,8923.09
2020-01-17 19,8894.83
2020-01-17 20,8964.97
2020-01-17 21,8924.24
2020-01-17 22,8912.49
2020-01-17 23,8918.82
2020-01-18 00,8838.14
2020-01-18 01,8841.02
2020-01-18 02,8857.86
2020-01-18 03,8839.69
2020-01-18 04,8858.73
2020-01-18 05,8870.23
2020-01-18 06,8881.67
2020-01-18 07,8862.55
2020-01-18 08,8902.68
2020-01-18 09,8911.78
2020-01-18 10,8912.35
2020-01-18 11,8889.03
2020-01-18 12,8873.11
2020-01-18 13,8895.6
2020-01-18 14,8872.71
2020-01-18 15,8895.9
2020-01-18 16,8897.83
2020-01-18 17,8914.4
2020-01-18 18,8941.86
2020-01-18 19,8909.28
2020-01-18 20,8968.41
2020-01-18 21,9132.4
2020-01-18 22,9151.12
2020-01-18 23,9142.66
2020-01-19 00,9134.6
2020-01-19 01,9113.12
2020-01-19 02,9060.34
2020-01-19 03,9071.1
2020-01-19 04,9083.78
2020-01-19 05,9056.53
2020-01-19 06,9031.65
2020-01-19 07,8670.54
2020-01-19 08,8620.12
2020-01-19 09,8626.75
2020-01-19 10,8616.63
2020-01-19 11,8630.2
2020-01-19 12,8639.45
2020-01-19 13,8653.38
2020-01-19 14,8642.3
2020-01-19 15,8647.97
2020-01-19 16,8646.25
2020-01-19 17,8719.22
2020-01-19 18,8634.29
2020-01-19 19,8702.59
2020-01-19 20,8670.37
2020-01-19 21,8636.08
2020-01-19 22,8646.67
2020-01-19 23,8656.79
2020-01-20 00,8633.49
2020-01-20 01,8664.46
2020-01-20 02,8670.77
2020-01-20 03,8650.29
2020-01-20 04,8633.9
2020-01-20 05,8647.47
2020-01-20 06,8652.55
2020-01-20 07,8611.13
